	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV2306	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
ASV2307	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
ASV2308	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus curtus
ASV2309	Fungi	Chytridiomycota	Chytridiomycetes	NA	NA	NA	NA
ASV2310	Fungi	NA	NA	NA	NA	NA	NA
ASV2311	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium georgiense
ASV2312	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
ASV2313	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV2314	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	Spiromastix	NA
ASV2315	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
ASV2316	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	NA	NA	NA
ASV2317	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV2318	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV2319	NA	NA	NA	NA	NA	NA	NA
ASV2320	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	NA
ASV2321	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sulphureus
ASV2322	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
ASV2323	Fungi	NA	NA	NA	NA	NA	NA
ASV2324	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	Lycoperdon scabrum
ASV2325	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV2326	Fungi	NA	NA	NA	NA	NA	NA
ASV2327	Fungi	Ascomycota	Orbiliomycetes	NA	NA	NA	NA
ASV2328	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma keelungensis
ASV2329	NA	NA	NA	NA	NA	NA	NA
ASV2330	Fungi	NA	NA	NA	NA	NA	NA
ASV2331	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV2332	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium simplicissimum
ASV2333	NA	NA	NA	NA	NA	NA	NA
ASV2334	NA	NA	NA	NA	NA	NA	NA
ASV2335	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	NA
ASV2336	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	NA	NA
ASV2337	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pyrenochaetopsidaceae	Neopyrenochaeta	NA
ASV2338	Fungi	NA	NA	NA	NA	NA	NA
ASV2339	NA	NA	NA	NA	NA	NA	NA
ASV2340	Fungi	Rozellomycota	NA	NA	NA	NA	NA
ASV2341	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV2342	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
ASV2343	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV2344	NA	NA	NA	NA	NA	NA	NA
ASV2345	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
ASV2346	Fungi	NA	NA	NA	NA	NA	NA
ASV2347	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
ASV2348	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV2349	Fungi	NA	NA	NA	NA	NA	NA
ASV2350	Fungi	NA	NA	NA	NA	NA	NA
ASV2351	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	NA
ASV2352	Fungi	NA	NA	NA	NA	NA	NA
ASV2353	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	NA	NA
ASV2354	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Crinipellis	NA
ASV2355	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
ASV2356	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV2357	NA	NA	NA	NA	NA	NA	NA
ASV2358	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Rhodocybe	Rhodocybe griseoaurantia
ASV2359	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV2360	Fungi	NA	NA	NA	NA	NA	NA
ASV2361	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV2362	Fungi	Ascomycota	Archaeorhizomycetes	NA	NA	NA	NA
ASV2363	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV2364	Fungi	Glomeromycota	Glomeromycetes	NA	NA	NA	NA
ASV2365	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Cochliobolus	Cochliobolus akaiiensis
ASV2366	Fungi	NA	NA	NA	NA	NA	NA
ASV2367	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV2368	Fungi	NA	NA	NA	NA	NA	NA
ASV2369	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Calvatia	NA
ASV2370	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella pagnoccae
ASV2371	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	NA	NA
ASV2372	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
ASV2373	NA	NA	NA	NA	NA	NA	NA
ASV2374	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella pagnoccae
ASV2375	Fungi	NA	NA	NA	NA	NA	NA
ASV2376	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Niesslia	NA
ASV2377	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Sagenomella	Sagenomella oligospora
ASV2378	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	NA
ASV2379	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	NA	NA
ASV2380	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	NA	NA
ASV2381	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Kurtzmanomyces	Kurtzmanomyces insolitus
ASV2382	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Paecilomyces	Paecilomyces cremeoroseus
ASV2383	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Tetraplosphaeriaceae	NA	NA
ASV2384	Fungi	NA	NA	NA	NA	NA	NA
ASV2385	NA	NA	NA	NA	NA	NA	NA
ASV2386	Fungi	NA	NA	NA	NA	NA	NA
ASV2387	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	Ochroconis musae
ASV2388	Fungi	Mortierellomycota	NA	NA	NA	NA	NA
ASV2389	Fungi	NA	NA	NA	NA	NA	NA
ASV2390	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	Westerdykella aurantiaca
ASV2391	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Trichocladium	NA
ASV2392	Fungi	Rozellomycota	NA	NA	NA	NA	NA
ASV2393	Fungi	NA	NA	NA	NA	NA	NA
ASV2394	NA	NA	NA	NA	NA	NA	NA
ASV2395	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces purpureogenus
ASV2396	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	NA
ASV2397	NA	NA	NA	NA	NA	NA	NA
ASV2398	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
ASV2399	NA	NA	NA	NA	NA	NA	NA
ASV2400	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
ASV2401	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	NA	NA	NA
ASV2402	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis rosea
ASV2403	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV2404	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Edenia	Edenia gomezpompae
ASV2405	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV2406	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV2407	NA	NA	NA	NA	NA	NA	NA
ASV2408	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium rolfsii
ASV2409	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	Clitopilus prunulus
ASV2410	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	NA	NA
ASV2411	Fungi	NA	NA	NA	NA	NA	NA
ASV2412	NA	NA	NA	NA	NA	NA	NA
ASV2413	Fungi	NA	NA	NA	NA	NA	NA
ASV2414	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	NA	NA
ASV2415	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV2416	Fungi	Basidiomycota	NA	NA	NA	NA	NA
ASV2417	Fungi	Basidiomycota	NA	NA	NA	NA	NA
ASV2418	NA	NA	NA	NA	NA	NA	NA
ASV2419	NA	NA	NA	NA	NA	NA	NA
ASV2420	NA	NA	NA	NA	NA	NA	NA
ASV2421	NA	NA	NA	NA	NA	NA	NA
ASV2422	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV2423	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
ASV2424	NA	NA	NA	NA	NA	NA	NA
ASV2425	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
ASV2426	Fungi	Rozellomycota	NA	NA	NA	NA	NA
ASV2427	Fungi	NA	NA	NA	NA	NA	NA
ASV2428	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizoglomus	Rhizoglomus dalpeae
ASV2429	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
ASV2430	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces verruculosus
ASV2431	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium immaculatum
ASV2432	Fungi	NA	NA	NA	NA	NA	NA
ASV2433	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
ASV2434	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria felina
ASV2435	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
ASV2436	NA	NA	NA	NA	NA	NA	NA
ASV2437	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
ASV2438	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
ASV2439	NA	NA	NA	NA	NA	NA	NA
ASV2440	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Trichoglossum	NA
ASV2441	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Forliomyces	Forliomyces uniseptata
ASV2442	Fungi	Ascomycota	Sordariomycetes	Phomatosporales	Phomatosporaceae	Phomatospora	Phomatospora biseriata
ASV2443	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	Ramicandelaber longisporus
ASV2444	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora geniculata
ASV2445	Fungi	Basidiomycota	NA	NA	NA	NA	NA
ASV2446	Fungi	NA	NA	NA	NA	NA	NA
ASV2447	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	NA
ASV2448	Fungi	NA	NA	NA	NA	NA	NA
ASV2449	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV2450	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora bantiana
ASV2451	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	Parasarocladium	Parasarocladium radiatum
ASV2452	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces columbiensis
ASV2453	Fungi	Monoblepharomycota	Monoblepharidomycetes	NA	NA	NA	NA
ASV2454	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
ASV2455	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	Cercophora mirabilis
ASV2456	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Hyphomucor	Hyphomucor assamensis
ASV2457	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Sarocladium	NA
ASV2458	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
ASV2459	NA	NA	NA	NA	NA	NA	NA
ASV2460	Fungi	Ascomycota	Archaeorhizomycetes	NA	NA	NA	NA
ASV2461	Fungi	Basidiomycota	NA	NA	NA	NA	NA
ASV2462	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	NA
ASV2463	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	NA	NA
ASV2464	Fungi	NA	NA	NA	NA	NA	NA
ASV2465	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Bionectria	Bionectria rossmaniae
ASV2466	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	NA	NA
ASV2467	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
ASV2468	Fungi	NA	NA	NA	NA	NA	NA
ASV2469	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
ASV2470	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV2471	NA	NA	NA	NA	NA	NA	NA
ASV2472	Fungi	NA	NA	NA	NA	NA	NA
ASV2473	NA	NA	NA	NA	NA	NA	NA
ASV2474	Fungi	Rozellomycota	NA	NA	NA	NA	NA
ASV2475	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	NA	NA
ASV2476	Fungi	NA	NA	NA	NA	NA	NA
ASV2477	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
ASV2478	Fungi	Ascomycota	Dothideomycetes	Dothideales	NA	NA	NA
ASV2479	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	NA	NA
ASV2480	NA	NA	NA	NA	NA	NA	NA
ASV2481	Fungi	NA	NA	NA	NA	NA	NA
ASV2482	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV2483	Fungi	NA	NA	NA	NA	NA	NA
ASV2484	Fungi	NA	NA	NA	NA	NA	NA
ASV2485	NA	NA	NA	NA	NA	NA	NA
ASV2486	Fungi	NA	NA	NA	NA	NA	NA
ASV2487	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV2488	NA	NA	NA	NA	NA	NA	NA
ASV2489	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
ASV2490	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV2491	Fungi	NA	NA	NA	NA	NA	NA
ASV2492	NA	NA	NA	NA	NA	NA	NA
ASV2493	NA	NA	NA	NA	NA	NA	NA
ASV2494	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV2495	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Chlorophyllum	Chlorophyllum demangei
ASV2496	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	NA	NA
ASV2497	NA	NA	NA	NA	NA	NA	NA
ASV2498	Fungi	NA	NA	NA	NA	NA	NA
ASV2499	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
ASV2500	NA	NA	NA	NA	NA	NA	NA
ASV2501	NA	NA	NA	NA	NA	NA	NA
ASV2502	NA	NA	NA	NA	NA	NA	NA
ASV2503	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Monocillium	Monocillium indicum
ASV2504	Fungi	Mucoromycota	Umbelopsidomycetes	NA	NA	NA	NA
ASV2505	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	NA
ASV2506	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae	Podoscypha	NA
ASV2507	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	Spiromastix	NA
ASV2508	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV2509	NA	NA	NA	NA	NA	NA	NA
ASV2510	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV2511	Fungi	NA	NA	NA	NA	NA	NA
ASV2512	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis rosea
ASV2513	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV2514	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV2515	NA	NA	NA	NA	NA	NA	NA
ASV2516	NA	NA	NA	NA	NA	NA	NA
ASV2517	NA	NA	NA	NA	NA	NA	NA
ASV2518	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV2519	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	NA
ASV2520	NA	NA	NA	NA	NA	NA	NA
ASV2521	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Hypoxylon	NA
ASV2522	Fungi	Ascomycota	Sordariomycetes	Conioscyphales	Conioscyphaceae	Conioscypha	Conioscypha pleiomorpha
ASV2523	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV2524	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
ASV2525	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	NA
ASV2526	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	NA
ASV2527	NA	NA	NA	NA	NA	NA	NA
ASV2528	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV2529	Fungi	NA	NA	NA	NA	NA	NA
ASV2530	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus curtus
ASV2531	Fungi	Chytridiomycota	Cladochytriomycetes	Cladochytriales	Nowakowskiellaceae	Nowakowskiella	NA
ASV2532	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	NA
ASV2533	NA	NA	NA	NA	NA	NA	NA
ASV2534	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	NA
ASV2535	Fungi	NA	NA	NA	NA	NA	NA
ASV2536	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV2537	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV2538	NA	NA	NA	NA	NA	NA	NA
ASV2539	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Hamigera	Hamigera avellanea
ASV2540	Fungi	Glomeromycota	Glomeromycetes	Glomerales	NA	NA	NA
ASV2541	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV2542	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
ASV2543	Fungi	NA	NA	NA	NA	NA	NA
ASV2544	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Rhodocybe	Rhodocybe griseoaurantia
ASV2545	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
ASV2546	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Myriodontium	Myriodontium keratinophilum
ASV2547	NA	NA	NA	NA	NA	NA	NA
ASV2548	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV2549	Fungi	NA	NA	NA	NA	NA	NA
ASV2550	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Perenniporia	NA
ASV2551	Fungi	Ascomycota	Archaeorhizomycetes	NA	NA	NA	NA
ASV2552	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	Acrophialophora fusispora
ASV2553	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	NA	NA
ASV2554	NA	NA	NA	NA	NA	NA	NA
ASV2555	Fungi	NA	NA	NA	NA	NA	NA
ASV2556	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV2557	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
ASV2558	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	NA
ASV2559	Fungi	NA	NA	NA	NA	NA	NA
ASV2560	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thielavia	Thielavia subthermophila
ASV2561	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	NA	NA	NA
ASV2562	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV2563	Fungi	NA	NA	NA	NA	NA	NA
ASV2564	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	NA	NA
ASV2565	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Rasamsonia	Rasamsonia eburnea
ASV2566	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	NA
ASV2567	Fungi	Ascomycota	Dothideomycetes	Venturiales	NA	NA	NA
ASV2568	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arachnomycetaceae	Arachnomyces	NA
ASV2569	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	NA	NA
ASV2570	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV2571	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Striaticonidium	Striaticonidium humicola
ASV2572	Fungi	NA	NA	NA	NA	NA	NA
ASV2573	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	NA	NA	NA
ASV2574	NA	NA	NA	NA	NA	NA	NA
ASV2575	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV2576	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV2577	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	NA	NA
ASV2578	Fungi	NA	NA	NA	NA	NA	NA
ASV2579	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV2581	Fungi	NA	NA	NA	NA	NA	NA
ASV2582	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Myceliophthora	Myceliophthora lutea
ASV2583	Fungi	Basidiomycota	NA	NA	NA	NA	NA
ASV2584	NA	NA	NA	NA	NA	NA	NA
ASV2585	NA	NA	NA	NA	NA	NA	NA
ASV2586	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Acrocalymma	NA
ASV2587	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces columbiensis
ASV2588	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	Neoidriella	Neoidriella desertorum
ASV2589	Fungi	NA	NA	NA	NA	NA	NA
ASV2590	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Paecilomyces	Paecilomyces cremeoroseus
ASV2591	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	NA
ASV2592	NA	NA	NA	NA	NA	NA	NA
ASV2593	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Crinipellis	NA
ASV2594	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV2595	Fungi	NA	NA	NA	NA	NA	NA
ASV2596	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	Ganoderma tropicum
ASV2597	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
ASV2598	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	NA
ASV2599	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV2600	Fungi	NA	NA	NA	NA	NA	NA
ASV2601	NA	NA	NA	NA	NA	NA	NA
ASV2602	Fungi	NA	NA	NA	NA	NA	NA
ASV2603	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys rosea
ASV2604	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV2605	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
ASV2606	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	NA
ASV2607	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV2608	Fungi	NA	NA	NA	NA	NA	NA
ASV2609	NA	NA	NA	NA	NA	NA	NA
ASV2610	Fungi	NA	NA	NA	NA	NA	NA
ASV2611	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Paecilomyces	Paecilomyces formosa
ASV2612	NA	NA	NA	NA	NA	NA	NA
ASV2613	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus atrodiscus
ASV2614	Fungi	NA	NA	NA	NA	NA	NA
ASV2615	Fungi	NA	NA	NA	NA	NA	NA
ASV2616	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	NA	NA
ASV2617	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	NA	NA
ASV2618	Fungi	Chytridiomycota	Chytridiomycetes	NA	NA	NA	NA
ASV2619	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
ASV2620	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
ASV2621	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
ASV2622	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora geniculata
ASV2623	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV2624	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
ASV2625	NA	NA	NA	NA	NA	NA	NA
ASV2626	Fungi	NA	NA	NA	NA	NA	NA
ASV2627	NA	NA	NA	NA	NA	NA	NA
ASV2628	Fungi	NA	NA	NA	NA	NA	NA
ASV2629	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium camponotum
ASV2630	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
